1:Del:C:0	1:Del:C:1	1:Del:C:2	1:Del:C:3	1:Del:C:4	1:Del:C:5	1:Del:T:0	1:Del:T:1	1:Del:T:2	1:Del:T:3	1:Del:T:4	1:Del:T:5	1:Ins:C:0	1:Ins:C:1	1:Ins:C:2	1:Ins:C:3	1:Ins:C:4	1:Ins:C:5	1:Ins:T:0	1:Ins:T:1	1:Ins:T:2	1:Ins:T:3	1:Ins:T:4	1:Ins:T:5	2:Del:R:0	2:Del:R:1	2:Del:R:2	2:Del:R:3	2:Del:R:4	2:Del:R:5	3:Del:R:0	3:Del:R:1	3:Del:R:2	3:Del:R:3	3:Del:R:4	3:Del:R:5	4:Del:R:0	4:Del:R:1	4:Del:R:2	4:Del:R:3	4:Del:R:4	4:Del:R:5	5:Del:R:0	5:Del:R:1	5:Del:R:2	5:Del:R:3	5:Del:R:4	5:Del:R:5	2:Ins:R:0	2:Ins:R:1	2:Ins:R:2	2:Ins:R:3	2:Ins:R:4	2:Ins:R:5	3:Ins:R:0	3:Ins:R:1	3:Ins:R:2	3:Ins:R:3	3:Ins:R:4	3:Ins:R:5	4:Ins:R:0	4:Ins:R:1	4:Ins:R:2	4:Ins:R:3	4:Ins:R:4	4:Ins:R:5	5:Ins:R:0	5:Ins:R:1	5:Ins:R:2	5:Ins:R:3	5:Ins:R:4	5:Ins:R:5	2:Del:M:1	3:Del:M:1	3:Del:M:2	4:Del:M:1	4:Del:M:2	4:Del:M:3	5:Del:M:1	5:Del:M:2	5:Del:M:3	5:Del:M:4	5:Del:M:5
PD45773_1	13	12	 1	 2	 1	 1	 6	 3	 2	 3	 0	10	 1	 0	 0	 0	 0	 2	 1	 4	 0	 1	 1	52	 3	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 1	 0	 1	 2	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 1	 0	 1	 0	 2	 1	 1	 0	 3	 2
PD45773_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45773_11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45773_2	11	 8	 1	 2	 0	 2	 5	 6	 3	 4	 4	22	 2	 0	 0	 0	 1	 1	 1	 0	 1	 2	 0	69	 3	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 2	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 3	 1	 0	 1	 0	 2	 3	 3	 0	 0
PD45773_3	 8	 5	 2	 1	 3	 1	10	 5	 2	 5	 3	22	 1	 1	 0	 0	 0	 5	 1	 2	 0	 0	 2	58	 2	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 1	 1	 0	 0	 3	 3	 0	 0	 0	 0	 0	 0	 1	 0	 1	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 1	 2	 0	 0	 0	 0	 8	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
PD45773_4	 6	 2	 4	 2	 2	 1	 5	 4	 3	 4	 5	16	 0	 1	 0	 0	 1	 2	 0	 7	 1	 3	 2	69	 1	 3	 1	 1	 1	 1	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 1	 0	 0	 3	 0	 3	 0	 0	 0	 1	 2	 1	 1	 1
PD45773_5	13	 6	 0	 2	 1	 1	 6	11	 5	 2	 3	16	 0	 0	 0	 2	 0	 2	 1	 3	 1	 1	 1	64	 0	 3	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 4	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 4	 0	 2	 1	 0	 2	 1	 0	 0	 0	 0
PD45773_6	 9	 4	 3	 3	 1	 0	 7	 7	 4	 4	 4	14	 1	 0	 2	 0	 0	 2	 2	 1	 0	 1	 0	75	 1	 4	 2	 0	 1	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	 3	 0	 3	 0	 0	 1	 2	 1	 0	 0	 2
PD45773_8	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45773_9	 1	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	19	 1	 1	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0
PD45776_1	  8	  5	  4	  1	  1	  1	  6	  3	  6	  3	  3	 35	  5	  0	  0	  0	  2	  2	  0	  1	  2	  2	  0	108	  2	  6	  1	  0	  0	  1	  0	  3	  0	  0	  1	  1	  0	  2	  0	  0	  0	  0	  5	  2	  0	  0	  0	  0	  2	  0	  0	  0	  0	  4	  1	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	  2	  2	  0	  0	  0	  0	  5	  0	  2	  0	  1	  3	  3	  1	  0	  2	  1
PD45776_10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45776_11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45776_2	 8	 7	 3	 5	 0	 0	 3	 8	 5	 5	 3	30	 4	 1	 1	 1	 0	 7	 1	 4	 2	 0	 3	97	 2	 3	 2	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 1	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 2	 0	 0	 0	 0	 2	 0	 2	 0	 2	 1	 1	 1	 1	 1	 0
PD45776_3	 5	 3	 4	 1	 1	 0	 5	 2	 3	 2	 1	16	 0	 1	 0	 0	 1	 1	 1	 2	 0	 1	 0	54	 2	 2	 1	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 3	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 2	 0	 1	 0	 2	 0	 1	 2	 0	 0	 1
PD45776_4	 9	 4	 1	 3	 3	 3	10	 3	 3	 3	 2	24	 2	 2	 0	 0	 0	 2	 0	 4	 2	 3	 3	78	 0	 2	 0	 0	 0	 0	 1	 2	 2	 0	 0	 0	 0	 3	 0	 0	 0	 1	 7	 0	 0	 0	 0	 0	 2	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 1	 0	 2	 1	 3	 2	 2	 0	 0
PD45776_5	 20	  3	  2	  1	  2	  3	  9	  1	  5	  6	  9	 28	  3	  1	  0	  0	  1	  6	  0	  3	  4	  1	  1	121	  1	  2	  1	  3	  0	  2	  1	  3	  1	  0	  0	  0	  1	  1	  1	  0	  0	  0	  2	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  2	  1	  0	  1	  0	  1	  3	  1	  0	  2	  1	  6	  3	  1	  1	  1
PD45776_6	11	 8	 2	 2	 1	 1	 7	 4	 2	 2	 2	24	 2	 1	 0	 0	 0	 1	 0	 0	 1	 2	 0	79	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 2	 0	 0	 0	 0	 2	 1	 1	 0	 0	 0	 1	 1	 1	 0	 0	 6	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 1	 1	 0	 0
PD45776_8	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PD45776_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD45778_1	 5	 6	 1	 1	 0	 1	 0	 2	 2	 3	 2	16	 1	 0	 0	 0	 1	 0	 1	 2	 2	 0	 1	52	 1	 5	 1	 0	 0	 1	 0	 2	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 2	 0	 2	 0	 0	 0	 2	 1	 2	 0	 2
PD45778_2	 4	 3	 1	 1	 0	 1	 9	 0	 7	 2	 3	18	 1	 1	 0	 0	 1	 2	 0	 2	 2	 0	 0	44	 3	 4	 2	 0	 0	 5	 0	 1	 0	 0	 0	 0	 1	 4	 0	 0	 0	 0	 4	 1	 1	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 3	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 1	 0	 0	 1	 2
PD45778_3	 9	 8	 2	 1	 2	 3	 4	 4	 8	 1	 7	37	 4	 0	 1	 0	 1	 2	 0	 7	 1	 3	 0	84	 1	 3	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 0	 1	 0	 0	 3	 1	 1	 0	 0	 0	 3	 0	 0	 0	 1	 2	 0	 0	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 2	 0	 1	 1	 4	 1	 3	 1	 0
PD45778_4	 7	 7	 2	 2	 2	 1	 8	 5	 2	 8	 7	20	 1	 2	 1	 0	 1	 6	 1	 1	 1	 4	 1	92	 0	 2	 2	 0	 1	 4	 0	 4	 1	 2	 0	 0	 0	 2	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 2	 0	 0	 0	 1	 3	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	 0	 2	 0	 1	 0	 0	 0	 2	 2	 2	 0	 3
PD45778_6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
PD45778_7	 2	 5	 1	 1	 0	 0	 3	 0	 3	 0	 1	 5	 2	 1	 0	 0	 0	 1	 0	 1	 0	 0	 1	26	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 1	 0	 0
PD46562_1	 0	 0	 2	 0	 0	 0	 0	 0	 3	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0
PD46562_10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PD46562_11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD46562_12	 5	 8	 1	 1	 0	 2	 4	 1	 0	 3	 1	15	 0	 0	 0	 0	 0	 2	 1	 2	 0	 1	 2	39	 1	 2	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 2	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 1	 2	 0	 0	 1	 1	 0	 1	 0	 0
PD46562_13	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PD46562_14	 3	 2	 0	 0	 0	 1	 4	 4	 2	 1	 0	 5	 0	 0	 0	 1	 0	 2	 1	 2	 0	 0	 1	17	 1	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0
PD46562_15	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
PD46562_2	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	12	 2	 1	 0	 0	 0	 1	 0	 0	 1	 1	 0	16	 2	 1	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 1	 2	 1	 0	 0	 0
PD46562_3	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 1	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 2	 0	 0	 0	 0
PD46562_4	 1	 0	 0	 1	 0	 1	 2	 1	 0	 3	 2	 9	 0	 0	 0	 0	 0	 2	 1	 0	 0	 0	 0	18	 1	 1	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 2	 0	 1	 0	 0	 0	 1	 2	 1	 0	 0
PD46562_5	 1	 3	 0	 0	 0	 0	 2	 0	 2	 1	 1	 6	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	11	 1	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 1	 0	 1	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 1	 1	 0
PD46562_6	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PD46562_7	 1	 0	 1	 0	 0	 0	 1	 0	 1	 1	 0	16	 0	 1	 0	 0	 0	 2	 1	 0	 0	 2	 0	39	 2	 3	 1	 0	 1	 0	 2	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 2	 0	 2	 1	 0	 1	 0	 1	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 1	 0	 2	 1	 1	 1	 1	 0	 1	 0	 0
PD46562_8	 7	 3	 3	 1	 0	 1	 5	 6	 1	 3	 4	29	 3	 0	 0	 0	 0	 2	 1	 0	 1	 1	 0	31	 2	 4	 0	 0	 0	 1	 1	 2	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 6	 0	 0	 0	 0	 0	 0	 2	 0	 0	 1	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 2	 1	 1	 1	 0
PD46563_1	 13	  9	  3	  1	  1	  2	 14	  5	  5	  4	  7	 37	  2	  1	  0	  0	  1	  5	  0	  4	  1	  2	  3	185	  4	  3	  1	  0	  0	  1	  3	  4	  0	  2	  1	  0	  0	  3	  2	  1	  0	  0	  2	  2	  0	  0	  0	  0	  3	  1	  0	  0	  0	  4	  0	  1	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  0	  9	  0	  0	  0	  0	  3	  1	  2	  1	  2	  1	  3	  1	  1	  0	  1
PD46563_10	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD46563_11	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
PD46563_12	  7	  7	  1	  0	  3	  0	  3	  4	  9	  9	  7	 86	  6	  0	  2	  2	  1	 12	  1	  7	  4	  2	  3	258	  6	  9	  1	  0	  0	  0	  1	  6	  2	  0	  0	  0	  0	  3	  0	  0	  0	  0	  7	  2	  2	  0	  0	  0	  0	  2	  1	  2	  0	  5	  1	  2	  1	  0	  0	  0	  1	  1	  0	  0	  0	  0	  0	  2	  0	  1	  0	  0	  3	  2	  5	  0	  2	  3	  3	  3	  6	  0	  0
PD46563_13	  7	  4	  3	  3	  1	  2	  9	  1	  4	  2	  4	 61	  3	  0	  1	  0	  0	  7	  1	  5	  0	  1	  3	175	  4	  8	  3	  0	  0	  0	  1	  8	  0	  0	  2	  0	  0	  1	  2	  0	  1	  0	  1	  1	  0	  0	  0	  0	  0	  0	  1	  0	  0	  8	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  2	  0	 12	  0	  0	  0	  0	  5	  0	  2	  0	  1	  1	  7	  4	  2	  1	  3
PD46563_15	2	2	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PD46563_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD46563_17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD46563_18	  8	  3	  5	  0	  1	  3	  8	  3	  2	  7	  4	 79	  3	  0	  0	  1	  2	  6	  1	  3	  2	  4	  3	317	  3	  5	  1	  1	  1	  1	  0	  6	  2	  0	  0	  0	  1	  3	  0	  1	  0	  0	  9	  1	  0	  0	  0	  0	  1	  1	  0	  0	  1	  8	  1	  1	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  0	  5	  0	  0	  0	  0	  4	  0	  1	  0	  0	  1	  4	  1	  2	  1	  2
PD46563_19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD46563_2	0	0	0	0	0	1	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PD46563_21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PD46563_22	  6	  6	  3	  1	  0	  2	  5	  2	  2	  6	  1	 59	  3	  3	  1	  0	  1	  4	  2	  4	  1	  2	  4	215	  4	  3	  4	  2	  0	  0	  1	  6	  2	  0	  0	  0	  0	  5	  0	  0	  0	  0	  5	  2	  1	  0	  0	  0	  3	  1	  0	  1	  1	  7	  1	  0	  0	  1	  0	  2	  0	  1	  0	  0	  0	  1	  0	  1	  0	  0	  0	  0	  3	  0	  3	  1	  0	  2	  2	  0	  2	  0	  3
PD46563_23	 2	 3	 1	 0	 0	 1	 1	 4	 1	 1	 6	15	 2	 0	 0	 0	 2	 4	 1	 1	 0	 1	 0	72	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 1	 1	 0	 0	 1
PD46563_24	  7	  5	  2	  1	  2	  1	  6	  2	  1	  4	  2	 40	  0	  0	  0	  1	  1	  4	  1	  2	  3	  2	  1	166	  3	  3	  4	  0	  0	  1	  1	  2	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  3	  0	  0	  0	  0	  2	  2	  0	  0	  0	  4	  1	  2	  0	  0	  0	  0	  1	  0	  0	  0	  0	  1	  2	  6	  0	  0	  0	  0	  3	  0	  2	  0	  0	  0	  1	  2	  0	  2	  1
PD46563_3	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PD46563_4	  7	  4	  3	  3	  4	  2	 11	  5	  8	  7	  6	 78	  5	  0	  0	  0	  1	  1	  0	  5	  1	  2	  1	252	  2	  9	  1	  1	  0	  0	  0	  6	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  5	  2	  0	  0	  0	  0	  2	  0	  0	  0	  0	  4	  0	  2	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  2	  4	  0	  0	  0	  0	  4	  1	  3	  0	  0	  3	  1	  2	  1	  0	  3
PD46563_5	  6	  0	  8	  1	  0	  3	  9	  3	  8	  3	  5	 72	  2	  1	  0	  0	  0	  3	  2	  0	  3	  1	  5	169	  2	  3	  2	  1	  0	  0	  0	  7	  0	  1	  0	  0	  1	  4	  0	  0	  0	  0	  4	  0	  0	  0	  0	  0	  1	  2	  1	  0	  2	  7	  0	  0	  0	  1	  0	  0	  0	  0	  0	  1	  0	  0	  0	  6	  0	  0	  0	  0	  3	  0	  2	  0	  1	  0	  2	  3	  4	  1	  0
PD46563_6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
