SBS1 SBS5 SBS18 SBS2 SBS13 SBS88 SBS35 SBS40 SBS41 SBS17b all_rtCa_toGT all_rtca all_CtoGT all_c rtCa_enrich all_ytCa_toGT all_ytca ytCa_enrich all_tCa_toGT all_tca tca_enrich all_tCw_toGT all_tcw tcw_enrich
PD43402_12 460.998108001999 693.684360259445 148.317531738556 0 0 0 0 0 0 0 13 743 795 22635 0.498158917189365 13 1075 0.344308907415533 26 1865 0.396924477717639 57 3947 0.411169696593066
PD43402_4 649.869170390993 1018.92074654429 211.21008306472 0 0 0 0 0 0 0 21 1166 1152 32719 0.51152667595769 43 1588 0.7690693438637 64 2829 0.642531715172224 145 5943 0.692962629938116
PD43402_11 387.274958505726 692.754465159651 112.970576334623 0 0 0 0 0 0 0 8 679 708 20550 0.341978482813709 16 991 0.468624399254306 24 1714 0.406423669481637 53 3679 0.418142826210144
PD43402_21 256.099955883898 347.318103727041 36.5819403890614 0 0 0 0 0 0 0 5 343 413 11199 0.395280215164585 9 540 0.451937046004843 14 914 0.415346956940993 29 1924 0.408716455326625
PD43402_9 520.466843946352 895.369001907595 133.164154146052 0 0 0 0 0 0 0 19 863 946 26995 0.628253621395447 21 1313 0.456401185735747 40 2241 0.509342986227268 81 4677 0.494208083188795
PD43402_1 907.392183567988 1336.2091492712 216.39866716081 0 0 0 0 0 0 0 24 1443 1526 43947 0.478982460633837 35 2069 0.487171926339454 59 3616 0.469892258376924 122 7583 0.463333257861579
PD43402_7 690.007143761205 990.520722924019 259.817701474156 74.8127439864114 59.8416878542087 0 0 0 0 0 41 1204 1244 36087 0.987842641356251 52 1746 0.863951779538348 93 3031 0.890076656966968 166 6323 0.761579605513074
PD43402_3 249.004815544739 264.308188669114 86.686995786147 0 0 0 0 0 0 0 3 328 367 10595 0.264047650694491 5 512 0.281925877043597 8 869 0.265769480407496 17 1816 0.270251413412717
PD43402_19 444.417050311148 477.653411775676 151.852015641704 95.5618833352627 151.51563893621 0 0 0 0 0 43 754 911 23474 1.46948728624795 73 1217 1.54561386577095 116 2037 1.46735664628091 215 4224 1.3115452341749
PD43402_22 23.4990544569321 61.5835465594315 11.9173989836364 0 0 0 0 0 0 0 0 68 62 1730 0 2 75 0.744086021505376 2 145 0.384872080088988 6 323 0.518326175971237
PD43402_16 58.7271336929586 63.2279258610276 10.0449404460138 0 0 0 0 0 0 0 3 73 88 2348 1.09651307596513 1 98 0.272263450834879 4 177 0.602978941961993 7 403 0.46345589893977
PD43403_9 1108.98581388505 1127.59439192221 329.419794192734 0 0 0 0 0 0 0 23 1497 1655 45664 0.423918128300912 29 2114 0.37850268816436 52 3722 0.385480956702289 108 7754 0.384303121593221
PD43403_7 1032.45620825693 1078.46462364809 301.079168094984 0 0 0 0 0 0 0 25 1281 1534 42858 0.545252191542828 27 2078 0.363015159747676 52 3465 0.419282412502752 100 7395 0.377805575316491
PD43403_4 673.063833096405 664.266588109478 188.669578794116 0 0 0 0 0 0 0 16 891 961 27134 0.507028896900558 18 1326 0.383282873703392 34 2273 0.422347486875977 64 4708 0.383825613541544
PD43403_5 665.415961712406 666.041110985255 200.542927302339 0 0 0 0 0 0 0 11 840 953 27116 0.372602808174686 20 1322 0.430458477330129 31 2229 0.395716673798639 68 4674 0.413954806141092
PD43403_3 583.198129332018 609.252836697478 185.811616442416 80.5134261434526 96.223991384636 0 0 0 0 0 28 912 1015 27214 0.823169993950393 61 1355 1.20702670277934 89 2318 1.02944444208316 172 4855 0.949873017000401
PD43403_1 228.409712579996 237.825777654468 34.6976316897302 0 0 0 0 107.066878075806 0 0 6 331 391 10828 0.501989630739988 6 464 0.358100361583914 12 821 0.404771176065618 25 1828 0.378734882783862
PD43403_2 232.708347541504 283.639249852843 73.6524026056533 0 0 0 0 0 0 0 2 344 365 10570 0.168365721567378 7 499 0.406237131797842 9 868 0.300265134776845 25 1842 0.393036157839156
PD43403_8 265.980883125107 270.709587447906 49.3095294269865 0 0 0 0 0 0 0 7 316 382 10532 0.610742925309828 5 493 0.279621507386128 12 827 0.400058243699235 30 1763 0.469155087264984
PD43850_12 880.371672684652 1403.27516217454 257.353165140807 0 0 0 0 0 0 0 17 1502 1527 44427 0.329296367122815 26 2166 0.349239088829508 43 3761 0.332638928429456 115 7869 0.425193136829732
PD43850_5 795.539918283912 1231.87346143707 284.371111158477 94.6717145100869 61.5437946104497 0 0 0 0 0 33 1424 1523 43475 0.661521003784665 67 2093 0.913787602673954 100 3613 0.79008119617657 201 7727 0.74254851264265
PD43850_3 907.917668434541 1204.46576943697 324.616562128491 0 0 0 0 0 0 0 21 1386 1502 43174 0.435520316345882 26 2075 0.360170054385318 47 3564 0.379063979041786 92 7492 0.35297375345064
PD43850_4 775.460335606202 1064.16300821684 268.376656176962 0 0 0 0 0 0 0 15 1210 1291 36882 0.35415559723707 28 1780 0.449392945108313 43 3066 0.400667878326696 90 6421 0.400431340280506
PD43850_14 935.763654815095 1318.34644549386 363.897816522184 143.580040214827 167.412042954029 0 0 0 0 0 57 1704 1818 50741 0.933620562760501 111 2535 1.22210960741045 168 4360 1.07544433342417 331 9346 0.988478801871199
PD43850_18 845.117573215468 1322.11029189737 202.772134887163 0 0 0 0 0 0 0 28 1455 1446 41210 0.548440299819861 31 2037 0.43371554322489 59 3596 0.467591545546996 124 7463 0.473524620956238
PD43850_9 860.629802439701 1134.58962080372 286.780576756581 0 0 0 0 0 0 0 16 1254 1441 40304 0.356867185312344 40 1938 0.577285152711145 56 3305 0.47391530297606 119 6981 0.476775019655313
PD43850_10 829.979863793829 1173.65188036107 229.3682558451 0 0 0 0 0 0 0 15 1291 1375 39885 0.337032603337793 23 1903 0.350587111259733 38 3272 0.336881529228718 91 6895 0.38283710198431
PD43850_6 801.593706826833 1176.46141364927 267.944879523893 0 0 0 0 0 0 0 25 1278 1366 39519 0.56593219639948 17 1782 0.275991984264312 42 3134 0.387708699093025 109 6742 0.467727599067579
PD43850_8 773.41264892979 1211.61648816555 167.970862904663 0 0 0 0 0 0 0 20 1224 1293 37619 0.475397944689606 22 1844 0.347112685862302 42 3158 0.386942012992452 85 6735 0.367189325653352
PD43850_17 788.469336169014 1490.14166993105 287.388993899933 0 0 0 0 0 0 0 37 1479 1504 44185 0.734954702717477 59 2199 0.788231534159628 96 3780 0.746116176967241 183 7922 0.678645970419032
PD43850_11 911.916876545206 1309.54512789246 250.537995562331 0 0 0 0 0 0 0 22 1485 1516 43195 0.422114726864067 37 2013 0.523711639514659 59 3588 0.468526170495024 128 7612 0.479121287454748
PD43850_20 897.520349398901 1394.96569932981 357.513951271287 0 0 0 0 0 0 0 17 1536 1557 46631 0.33146968997538 36 2181 0.494348193674747 53 3825 0.414983229857989 116 8270 0.420086375140859
PD43850_13 1124.19062403639 1437.58537054357 417.910417667363 168.687864100893 181.625723651776 0 0 0 0 0 63 1926 2093 58358 0.912043259463008 125 2844 1.22549513716272 188 4920 1.06542753817409 369 10334 0.995609610809752
PD43850_16 1104.89139866176 1464.60111209521 349.507489243029 0 0 0 0 0 0 0 33 1672 1757 50857 0.571290027858491 44 2451 0.519622971075423 77 4223 0.527774764074179 157 8954 0.507529790217222
PD43850_7 628.539698408503 934.938741570168 158.521560021328 0 0 0 0 0 0 0 13 1032 1034 29851 0.363665414661209 24 1423 0.486905507883065 37 2503 0.426755591549328 69 5216 0.381900171767275
PD43850_1 811.180635229132 1059.28216296378 257.537201807089 0 0 0 0 0 0 0 13 1234 1314 37611 0.301541928465176 33 1741 0.54254364913882 46 3072 0.428603916952055 96 6533 0.420608543768308
PD43850_15 867.755852867056 1480.39107694594 289.853070187007 0 0 0 0 0 0 0 34 1505 1597 45934 0.649788120167174 59 2277 0.745278050714875 93 3880 0.689414753177672 189 8262 0.657969804494538
PD43850_2 657.796860478387 853.935028032615 280.268111488998 0 0 0 0 0 0 0 13 991 1094 31226 0.374428356119149 27 1470 0.524258478528523 40 2524 0.452344874940969 103 5563 0.528478347241388
PD43850_19 737.505752406709 1142.77872994834 194.715517644954 0 0 0 0 0 0 0 13 1152 1274 36397 0.322394061791383 24 1719 0.398870140081808 37 2961 0.356992816610706 94 6335 0.423913644141404
PD43850_33 115.453698941797 118.788931551519 28.7573695066829 0 0 0 0 0 0 0 1 134 164 4601 0.209364761558063 4 216 0.51953477868112 5 357 0.392925462868074 10 790 0.355125038592158
PD43850_26 39.7760758755024 20.2473704073044 8.97655371719319 0 0 0 0 0 0 0 1 47 49 1264 0.548849326964828 0 46 0 1 98 0.263223656809663 3 228 0.339419978517723
PD43851_13 1499.0330980887 1330.68658740793 469.280314503376 0 0 0 0 0 0 0 30 1898 2127 57172 0.424855203532484 41 2693 0.409226169432985 71 4730 0.403471723168643 142 10107 0.377643465041591
PD43851_5 684.721590661583 1030.14283704607 137.135572292348 0 0 0 0 0 0 0 17 1105 1166 32810 0.432906715925584 21 1530 0.386220697541452 38 2732 0.391390771718958 95 5798 0.461055358889355
PD43851_16 1768.06309189312 1590.72146792979 447.215440177087 0 0 0 0 0 0 0 32 2232 2454 65404 0.382107480143603 40 3121 0.341582784236031 72 5509 0.348328873712321 141 11795 0.318603776205367
PD43851_8 1332.60544841933 1264.34032341459 293.054228166081 0 0 0 0 0 0 0 21 1703 1881 50480 0.330929282315381 20 2424 0.221425651337064 41 4232 0.259997246366762 103 8943 0.309089708266954
PD43851_12 1674.81371922488 1547.63803045865 567.270529302066 134.818558020447 99.4591629939601 0 0 0 0 0 55 2368 2546 69767 0.63646223673595 109 3382 0.88317047926665 164 5919 0.759254120201139 288 12290 0.642143741486989
PD43851_7 1092.3052040903 1565.58274751613 428.495112063864 0 0 0 0 0 254.616936329715 0 32 1887 1888 57098 0.512857822927614 44 2776 0.479349325941484 76 4787 0.480141307850003 172 10337 0.50321414107296
PD43851_15 87.0903061822456 635.12571543507 0 0 0 0 0 327.783978382684 0 0 12 604 413 17771 0.854881901127271 19 940 0.869736232033383 31 1597 0.835254055348937 53 3297 0.691701532172839
PD43851_10 599.19034602436 892.166653042727 163.643000932913 0 0 0 0 0 0 0 9 924 1020 28862 0.27561115355233 24 1419 0.478580607718775 33 2409 0.387617512758528 74 5102 0.410409604845466
PD43851_11 1247.70570480028 1468.67935125833 321.61494394139 0 0 0 0 0 0 0 20 1763 1895 52496 0.314264034829095 27 2579 0.290020983363702 47 4472 0.291147497651762 127 9274 0.379361826947753
PD43851_9 989.721304466389 1020.06292574354 234.215769790071 0 0 0 0 0 0 0 20 1266 1440 39420 0.432464454976303 21 1877 0.306273308470964 41 3232 0.347269492574257 91 6854 0.363455646337905
PD43851_6 664.591705750823 845.625046241178 162.783248007999 0 0 0 0 0 0 0 18 962 1094 29383 0.502546492491648 33 1437 0.616788098300466 51 2473 0.5538917197876 103 5124 0.539892030477789
PD43851_3 772.167184416785 665.565422980676 120.22543019914 0 0 0 0 318.0419624034 0 0 23 1064 1180 32774 0.600390276538805 18 1567 0.319044271143175 41 2714 0.419586450670097 89 5684 0.434893963429907
PD43851_2 767.611174861673 987.532742011265 148.856083127062 0 0 0 0 0 0 0 17 1107 1233 33419 0.416228366122537 26 1610 0.437701309234156 43 2787 0.418178654167434 92 5870 0.424795688138928
PD43851_21 187.204641102473 133.221285899204 31.5740729983226 0 0 0 0 0 0 0 4 214 247 6206 0.469635627530364 4 274 0.366795709093058 8 508 0.395677260990149 13 1073 0.304409672830725
PD43853_2 635.374097174356 847.882222836412 294.043038908477 0 0 0 288.700641080758 0 0 0 16 1192 1206 35819 0.398666622146538 31 1803 0.510660323819983 47 3071 0.454552646514524 111 6500 0.507195943360122
PD43853_1 579.632718415151 1180.08358449036 373.136904888141 82.4774693825143 149.761309431238 0 504.908013392599 0 0 0 47 1677 1407 47335 0.942872739124041 86 2461 1.17564207753246 133 4250 1.05281240854551 278 8883 1.0528667673037
PD43853_3 168.683565295888 714.824937346434 230.576091887007 0 0 0 849.284931455681 0 0 541.630474014991 23 1482 703 39171 0.864746805190018 42 2180 1.07350020227857 65 3734 0.969947832420699 138 7764 0.990382353393823
PD43853_11 911.750078045611 826.530452852727 413.391506730389 213.658197298338 184.017391189093 0 313.652373883844 0 0 0 61 1671 1754 49355 1.02719986188703 137 2540 1.51770867937403 198 4324 1.2884900589323 378 9010 1.18050702564109
PD43853_8 842.374804254557 958.392820188356 281.308590441002 0 0 0 177.923785116083 0 0 0 18 1329 1367 39890 0.395223760322731 29 1857 0.455702714850667 47 3268 0.419673292211321 107 6952 0.44912738451903
PD43853_10 334.21525002012 383.035745589636 104.567507167989 0 0 0 213.181497222254 0 0 0 13 568 556 17683 0.727907462762185 22 856 0.817391413971626 35 1461 0.761901772216724 66 3103 0.676461859838587
PD43853_6 498.423412064975 1151.0264504609 287.989572677658 0 0 0 629.399640896398 0 0 399.160923900074 39 1600 1208 48957 0.987853373344371 56 2390 0.949594059131591 95 4092 0.940883479637218 185 8852 0.846989811110147
PD43853_7 1159.53552238177 1144.52614627855 415.879170350534 0 0 0 232.059160989146 0 0 0 36 1677 1807 52117 0.61914261077721 51 2353 0.625128796240526 87 4133 0.607120787763692 176 8841 0.574159471201458
PD43853_15 209.900395024642 240.10555442056 67.9940505547978 0 0 0 0 0 0 0 3 297 320 9086 0.286805555555556 8 436 0.52098623853211 11 755 0.413683774834437 24 1550 0.439645161290323
PD43853_21 764.214566953032 653.398588221817 195.386844825152 0 0 0 0 0 0 0 16 912 1069 28929 0.474767367436365 18 1345 0.362164549434729 34 2329 0.395061896990843 53 4919 0.291578007120402
PD43853_5 375.645996232018 1019.07638199511 281.23533234581 0 0 0 809.042289427063 0 0 0 38 1409 1128 41017 0.980680176575107 50 2109 0.862081286213425 88 3603 0.888123175525518 179 7537 0.863593388456193
PD43853_9 249.757286207902 342.988577118212 149.085101998343 0 0 0 256.169034675543 0 0 0 4 547 497 16814 0.247392950021886 9 901 0.337934376514358 13 1479 0.297364987762954 45 3043 0.500293909364832
PD43853_4 149.629807326963 592.30309939004 153.995388967348 0 0 0 556.768271221717 0 0 200.303433093932 12 872 549 25585 0.641324509951371 7 1314 0.24826514515114 19 2240 0.395292577413479 62 4905 0.589068438770148
PD43853_17 348.246250824989 371.934821234319 86.8189279406922 0 0 0 0 0 0 0 8 456 509 14291 0.492572295178024 8 698 0.321795081090514 16 1189 0.377818278555389 44 2519 0.490421324456722
PD43853_14 52.5376525775973 36.7813415666439 8.68100585575884 0 0 0 0 0 0 0 2 44 74 1711 1.0509828009828 0 86 0 2 135 0.342542542542543 6 302 0.459369965992483
PD43949_4 338.163613716128 232.71974532626 210.116640957611 0 0 0 0 0 0 0 7 452 479 13695 0.442778095959503 4 629 0.181817578354481 11 1119 0.281053580123918 21 2398 0.250378272777767
PD43949_7 179.600908215093 153.578845879931 117.820245904975 0 0 0 0 0 0 0 3 238 270 7874 0.367600373482726 5 398 0.366368881444258 8 658 0.35456489924575 19 1416 0.391310943712074
PD43949_5 457.309550666018 289.855222828172 328.83522650581 0 0 0 0 0 0 0 12 601 632 19143 0.604783167295015 14 871 0.486858550480315 26 1514 0.520164122201227 48 3265 0.445298234051214
PD43949_1 427.710388932261 307.830954549103 342.458656518636 0 0 0 0 0 0 0 11 590 615 19137 0.580148821827201 10 880 0.35360310421286 21 1514 0.431610658246609 39 3310 0.366636209564513
PD43949_2 427.666453622771 267.589561499658 393.743984877571 0 0 0 0 0 0 0 6 616 615 19383 0.306984478935698 12 929 0.407109664207514 18 1582 0.358601338225772 31 3367 0.29017798286091
PD43949_6 183.609634258107 137.823482309609 110.566883432284 0 0 0 0 0 0 0 3 240 255 7657 0.375343137254902 4 370 0.324621091679915 7 625 0.336307450980392 10 1378 0.217906030336663
PD43949_13 192.017155633147 148.73567661044 72.2471677564132 0 0 0 0 0 0 0 6 237 263 7443 0.716465322231313 1 354 0.0799445769156409 7 603 0.328528460359798 10 1261 0.224428074767144
PD43949_3 337.169559839894 261.750924326052 266.079515834054 0 0 0 0 0 0 0 10 568 487 15348 0.554848598779536 16 753 0.669649942325155 26 1360 0.602500301968837 38 2846 0.420795929587403
PD43949_11 83.7877521132458 53.9659029951636 48.2463448915904 0 0 0 0 0 0 0 1 107 111 3248 0.273469731413657 3 160 0.548648648648649 4 272 0.430312665606783 5 559 0.261728633821657
PD43949_12 30.3797598583287 27.2635893289169 8.35665081275442 0 0 0 0 0 0 0 1 51 42 1124 0.524743230625584 2 54 0.991181657848324 3 108 0.743386243386243 3 221 0.363283775048481
PD43950_1 149.920918539912 116.132424542949 49.9466569171396 0 0 0 0 0 0 0 7 160 214 5571 1.13893107476636 14 271 1.34486326171673 21 446 1.2257554167889 27 935 0.75174671397871
PD43950_2 129.114340658557 119.458098820566 24.4275605208777 0 0 0 0 0 0 0 2 156 184 4803 0.334657190635452 1 210 0.124301242236025 3 373 0.209945797878541 11 797 0.360270852653974
PD43950_4 96.4827472834604 70.7827316093643 35.3291008903916 12.6468818301165 6.75853838666724 0 0 0 0 0 3 123 140 3923 0.683449477351916 8 196 1.14373177842566 11 331 0.931225722917566 21 703 0.837055476529161
PD43950_5 188.150398512313 152.924591624491 52.9250098631956 0 0 0 0 0 0 0 6 227 264 6856 0.68642370845014 1 294 0.0883323026180169 7 539 0.337268791814246 19 1118 0.441345476229197
PD43950_11 296.192715481169 200.356629069983 100.450655448848 0 0 0 0 0 0 0 5 316 409 10746 0.415725294791248 12 489 0.644756776216119 17 831 0.537491283662715 33 1805 0.480352728430264
PD43950_7 99.3355524361236 80.8699974106245 24.7944501532519 0 0 0 0 0 0 0 0 111 137 3635 0 4 179 0.59291277576153 4 300 0.353771289537713 9 618 0.386400680320317
PD43950_3 78.9389064564847 92.6689537363578 0 73.9032210932414 124.488918713916 0 0 0 0 0 24 229 297 6292 2.22028141678797 67 353 4.02098415696149 91 603 3.1971009151772 153 1295 2.5029601029601
PD43950_10 186.754025949346 108.074779862841 52.4817260242613 23.0266252169987 18.6628429465525 0 0 0 0 0 6 214 273 7108 0.729998972989627 13 356 0.950775815944355 19 595 0.831421799489026 36 1198 0.782402905942138
PD43950_6 183.16100107453 166.184464917287 46.1728433862622 41.3594180090416 45.1222726128796 0 0 0 0 0 13 280 341 8516 1.15948889819858 31 425 1.82160427807487 44 722 1.52193727102136 76 1521 1.24785939177999
PD43950_9 134.194958821538 131.499670429948 45.3053707485138 0 0 0 0 0 0 0 5 198 188 5556 0.746292714377821 3 275 0.322398452611219 8 481 0.491529172380236 16 968 0.488482503956392
PD43950_19 63.0308316321372 40.0512161091098 11.917952258753 0 0 0 0 0 0 0 1 76 86 2128 0.325581395348837 0 103 0 1 183 0.135214131401703 3 370 0.200628535512256
PD43950_8 80.4913319697882 87.6312372633149 16.8774307668969 0 0 0 0 0 0 0 2 99 116 3224 0.561476837338906 1 153 0.181654270903764 3 262 0.31824164253751 5 560 0.248152709359606
PD43950_16 110.742097165596 64.8479992167612 15.4099036176427 0 0 0 0 0 0 0 0 102 134 3473 0 1 170 0.152458296751536 1 281 0.0922345567535986 4 579 0.179052921918903
PD43951_1 179.277967888869 148.256156175262 82.4736544451096 23.0984049499183 10.8938165408411 0 0 0 0 0 1 239 294 8001 0.113867304243873 16 381 1.14285714285714 17 642 0.720627503337784 34 1370 0.675391032325339
PD43951_3 127.80730446686 120.152741175664 23.0399543574756 0 0 0 0 0 0 0 2 135 182 4892 0.398209198209198 3 224 0.359988226059655 5 372 0.361278506439797 10 802 0.335151133156121
PD43951_8 181.081077477537 176.643933334068 59.2749891883955 0 0 0 0 0 0 0 2 225 275 7389 0.238836363636364 2 337 0.159460480172646 4 581 0.184985135346581 9 1318 0.183476341564354
PD43951_7 124.341072562637 148.493810814563 35.9733831446983 25.4390720769328 11.7526614011689 0 0 0 0 0 2 191 226 5992 0.277625909280452 16 298 1.42353150798836 18 497 0.960239311978063 37 1069 0.917671796485012
PD43951_2 208.308909500465 187.461334848655 70.22975565088 0 0 0 0 0 0 0 2 258 314 8432 0.208166691354367 7 370 0.508039249440523 9 648 0.372965322009908 20 1433 0.374787204252804
PD43951_5 198.642261644133 135.757039071087 38.6006992847799 0 0 0 0 0 0 0 0 214 267 6646 0 5 337 0.369308394180864 5 569 0.218729224673025 16 1209 0.329414534561327
PD43951_9 138.780092098399 132.031656955653 35.1882509459477 0 0 0 0 0 0 0 1 167 208 5488 0.157991708889912 4 243 0.434314656536879 5 419 0.314852212226914 11 955 0.303906564639549
PD43951_10 71.2033389101998 73.8634434594504 8.93321763034987 0 0 0 0 0 0 0 1 86 101 2843 0.327308312226571 2 124 0.454008304056212 3 216 0.390951595159516 7 481 0.40964574627941
PD43951_4 105.421073752745 138.627283300458 43.9516429467967 0 0 0 0 0 0 0 2 168 182 5124 0.335164835164835 6 257 0.657288237054774 8 436 0.516584333098095 18 886 0.57197430109394
PD43951_6 136.072548262356 146.301435286501 34.6260164511433 0 0 0 0 0 0 0 3 199 203 5612 0.41676362106097 4 252 0.438814606302291 7 461 0.419777096267484 15 949 0.436965018920616
PD43951_19 34.8058833954525 16.3165577812251 6.87755882332238 0 0 0 0 0 0 0 1 31 44 1063 0.779325513196481 2 51 0.947415329768271 3 88 0.823605371900826 4 181 0.533902561526871
PD43952_4 167.019891124682 168.632979511658 73.3471293636598 0 0 0 0 0 0 0 3 219 257 7268 0.387399392356484 6 339 0.500533728177404 9 572 0.44496748387799 22 1239 0.502149656274829
PD43952_5 176.85087526655 191.14912473345 0 0 0 0 0 0 0 0 3 213 254 6519 0.361483863812798 5 334 0.384211891178273 8 560 0.366647919010124 19 1147 0.425145363804241
PD43952_7 164.854319665985 181.323113179661 54.8225671543544 0 0 0 0 0 0 0 4 231 260 7243 0.482384282384282 6 319 0.523969134313962 10 571 0.487875522026135 22 1195 0.512861280978436
PD43952_3 122.575574803299 172.735290502065 29.6891346946352 0 0 0 0 0 0 0 5 168 197 5662 0.855390379502055 1 269 0.106844300190591 6 451 0.382365189595597 17 959 0.509487992462538
PD43952_1 182.556913430162 211.051151620509 23.3919349493292 0 0 0 0 0 0 0 4 240 274 7464 0.454014598540146 6 312 0.523862998315553 10 570 0.477910103726469 18 1207 0.406243385603445
PD43952_6 184.019570526807 211.383876098634 40.5965533745598 0 0 0 0 0 0 0 5 255 269 7638 0.556746118521758 5 365 0.388959617049447 10 642 0.442274953965883 17 1319 0.365958214373286
PD43952_2 192.410725562067 195.367034297118 51.2222401408153 0 0 0 0 0 0 0 6 265 294 7830 0.603003465537158 6 321 0.497806599275224 12 600 0.53265306122449 29 1324 0.583343609347062
PD43953_7 141.15950533174 127.207318523921 47.5717658678915 22.8639436609935 6.19746661545413 0 0 0 0 0 4 192 223 5868 0.548206278026906 14 272 1.35439198100765 18 482 0.982676813724578 31 1003 0.81329106849854
PD43953_6 170.744558179128 158.103714810537 68.1517270103349 0 0 0 0 0 0 0 5 239 265 7224 0.57030078155838 6 316 0.517602101743492 11 574 0.522411412793373 23 1234 0.508094553683374
PD43953_2 143.296965864476 110.134672337173 30.9079499669167 17.5707646918969 9.08964713953712 0 0 0 0 0 6 175 202 5390 0.914851485148515 10 272 0.980998835177635 16 456 0.936251519888831 27 964 0.747350149952755
PD43953_1 147.109287229794 118.30433051363 48.5939517841131 36.6500632021596 42.3423672703033 0 0 0 0 0 11 238 274 7014 1.18312580506655 23 346 1.70163706172735 34 602 1.445764725853 66 1282 1.31786556133778
PD43953_5 161.372350064116 104.465082065267 43.1625678706169 0 0 0 0 0 0 0 3 186 205 5514 0.433831628638867 2 260 0.206904315196998 5 453 0.296882571474721 12 957 0.337273491857176
PD43953_3 118.768159537239 86.9123272562746 27.3195132064865 0 0 0 0 0 0 0 3 129 160 4098 0.595639534883721 3 210 0.365892857142857 6 345 0.445434782608696 13 717 0.464382845188285
PD43953_4 124.469331762827 92.1884465375098 27.3422216996631 0 0 0 0 0 0 0 1 125 168 4320 0.205714285714286 4 209 0.492139439507861 5 347 0.370522848909016 11 754 0.37514209928003
PD43953_13 43.1978414280682 19.8398882185275 4.96227035340439 0 0 0 0 0 0 0 2 50 54 1214 0.899259259259259 0 53 0 2 106 0.424178895877009 4 214 0.420214607130495
PD43954_7 135.217164702016 88.6287193715712 51.1541159264132 0 0 0 0 0 0 0 5 172 187 4964 0.771670190274841 4 229 0.463676061929337 9 416 0.574300699300699 16 848 0.500857632933105
PD43954_5 139.930509697475 145.100685958766 44.968804343759 0 0 0 0 0 0 0 3 202 209 5866 0.416836420484154 7 277 0.709274005492892 10 491 0.571629035558717 20 991 0.566437651784723
PD43954_6 148.630695081352 125.6428120144 35.7264929042481 0 0 0 0 0 0 0 3 192 216 5617 0.406322337962963 2 233 0.223215704975362 5 440 0.295507154882155 18 910 0.514377289377289
PD43954_2 175.238488945516 147.512000035981 30.2495110185032 0 0 0 0 0 0 0 3 183 251 6297 0.411272941022794 12 298 1.0102409155325 15 489 0.769559797619339 25 1075 0.583433707032336
PD43954_4 110.111537101849 108.223684762239 18.6647781359122 0 0 0 0 0 0 0 2 133 166 4147 0.375668085877344 0 209 0 2 352 0.141942771084337 8 723 0.276425202886234
PD43954_1 174.493030020127 174.791754056346 38.715215923526 0 0 0 0 0 0 0 3 218 255 6874 0.370966001079331 6 339 0.477112614957487 9 571 0.424889255176677 20 1203 0.448160644141281
PD43954_11 25.5483599355055 19.9042206583612 6.54741940613327 0 0 0 0 0 0 0 0 28 34 948 0 0 43 0 0 74 0 0 166 0
PD43954_3 115.556644642464 121.582383441436 30.8609719160999 0 0 0 0 0 0 0 2 186 173 4843 0.301013114550314 2 229 0.24449100133781 4 425 0.26347500850051 13 843 0.431702082433368
PD45766_1 577.991538084624 823.105309967997 225.299020781521 0 0 0 0 432.604131165855 0 0 15 1144 1104 35226 0.418368995135299 19 1665 0.364110849980415 34 2882 0.376425640406722 78 6273 0.396746927827335
PD45766_2 548.476634597504 651.909576449803 184.311359910115 0 0 0 0 576.302429042579 0 0 21 1104 1076 33498 0.592184216906417 26 1681 0.481517683977275 47 2864 0.510894763348632 105 6044 0.540843295387727
PD45766_5 1014.86665701603 1004.86082940668 243.319391991329 0 0 0 0 513.95312158596 0 0 25 1513 1633 48013 0.485818153265696 30 2333 0.378076056180539 55 3957 0.408666743735202 117 8339 0.41251956018346
PD45766_4 844.022482211576 962.308600397427 222.852084967072 0 0 0 0 559.816832423926 0 0 23 1478 1432 44285 0.481245889432345 22 2198 0.309534188012464 45 3783 0.367866130011209 105 7977 0.407064601931671
PD45766_7 1062.43977346362 1500.78069278038 647.779533756006 0 0 0 0 0 0 0 25 1838 1817 55862 0.418173063851678 24 2763 0.267049586574379 49 4726 0.318760071744476 107 9894 0.332486047202159
PD45766_6 1158.39239014408 1314.78075069036 729.826859165565 0 0 0 0 0 0 0 28 1809 1824 56042 0.475563217053136 32 2665 0.368927948388796 60 4598 0.400932327556604 138 9722 0.43612628439026
PD45766_3 759.415135367531 983.185980375526 169.505016932444 0 0 0 0 427.8938673245 0 0 22 1350 1352 40343 0.486273285119439 28 1893 0.441366041817096 50 3329 0.4481750832295 109 6981 0.465908204772209
PD45766_10 254.309892678335 305.380609745446 69.3094975762197 0 0 0 0 0 0 0 7 353 402 11287 0.556769974490155 7 501 0.392295011966117 14 879 0.447189535824857 28 1920 0.409457918739635
PD45767_10 837.786713159255 1237.85799508395 209.355291756796 0 0 0 0 0 0 0 23 1328 1405 40199 0.495528555503151 18 1953 0.263699427653049 41 3380 0.347061214175914 96 7227 0.380059947202735
PD45767_1 714.347065004468 1342.54673986666 181.106195128876 0 0 0 0 0 0 0 19 1359 1335 39275 0.41130981416717 27 1866 0.425683731348676 46 3316 0.40811094093782 101 6955 0.427227468180949
PD45767_11 1241.31438149683 1538.54605824559 493.139560257586 0 0 0 0 0 0 0 25 1781 1997 57347 0.403096222098448 48 2776 0.496540199348013 73 4703 0.44573888261693 163 10067 0.464964905389275
